Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12936,411517857143;14736,718999999999
2022-04-11;13267,468999999999;15025,259297619048;17017,164000000001
2022-04-18;14502,169;15569,744339285709;17086,553
2022-04-25;13358,325999999999;14398,202059523812;15573,154
2022-05-02;13324,67;14767,844863095237;15789,146000000001
2022-05-09;14471,323;16148,727660714287;18612,650000000001
2022-05-16;14019,778;16241,86000595238;17728,969000000001
2022-05-23;13261,768;15067,706279761906;16697,323
2022-05-30;13104,849;14597,770333333339;16541,011999999999
2022-06-06;13807,061;14875,873517857135;16206,374
2022-06-13;13564,116;14635,085874999993;16269,996999999999
2022-06-20;12586,847;15355,066196428565;17797,68
2022-06-27;14097,065000000001;17146,421482142854;18736,629000000001
2022-07-04;14352,963;16567,471886904761;19492,499
2022-07-11;13209,703;14762,811285714286;16663,078000000001
2022-07-18;12728,51;15079,660184523804;16734,204000000002
2022-07-25;12466,268;14794,904214285714;16950,133000000002
2022-08-01;12206,076999999999;14880,818130952384;16910,832999999999
2022-08-08;11583,915999999999;12972,976178571427;15385,16
2022-08-15;12916,386;14191,42967857143;15292,022999999999
2022-08-22;10900,981;13399,363226190475;15239,656000000001
2022-08-29;11157,189;14228,662148809528;16228,145
2022-09-05;13422,802;15519,974017857145;16950,856
2022-09-12;14461,933000000001;16024,229297619044;17861,498
2022-09-19;15919,989;17297,674821428576;19214,761999999999
2022-09-26;13681,942999999999;15653,797446428571;17422,294000000002
2022-10-03;12550,739;13769,797827380955;15307,691000000001
2022-10-10;11760,65;14161,076541666673;16092,991
2022-10-17;13265,235000000001;15266,61692857143;16975,757000000001
2022-10-24;12512,432000000001;14539,469261904758;16775,360000000001
2022-10-31;13476,239;14732,658593749995;15895,441000000001
