Date_Time_Hour_Beginning;Thermal_Gen_Excl_Pumping_and_SCO;Eskom_OCGT_SCO_Pumping;Eskom_Gas_SCO_Pumping;Hydro_Water_SCO_Pumping;Pumped_Water_SCO_Pumping;Thermal_Generation;Nuclear_Generation;International_Imports;Eskom_OCGT_Generation;Eskom_Gas_Generation;Dispatchable_IPP_OCGT;Hydro_Water_Generation;Pumped_Water_Generation;IOS_Excl_ILS_and_MLR;ILS_Usage;Manual_Load_Reduction_MLR;Wind;PV;CSP;Other_RE
2022-12-08 11:00:00;16172,4;-1,6000000000000001;-2;0;-42;16218;1555;1525;257;0;0;603;443;0;0;5061,7960000000003;854,822;1506,569;361,44499999999999;15,234
2022-12-08 12:00:00;16136,4;-1,6000000000000001;-2;0;-47;16187;1553;1534;252;0;0;603;310;0;0;4908,6809999999996;1042,0150000000001;1555,742;360,96800000000002;14,92
2022-12-08 13:00:00;16141,4;-1,6000000000000001;-2;0;-49;16194;1552;1557;227;0;0;603;0;0;0;4753,3549999999996;1227,028;1582,5650000000001;366,93299999999999;14,776999999999999
2022-12-08 14:00:00;16101,4;-1,6000000000000001;-2;0;-78;16183;1552;1512;260;0;0;602;166;0;0;4863,2939999999999;1377,6679999999999;1501,7809999999999;362,06599999999997;14,875
2022-12-08 15:00:00;16308,534;-1,466;-2;0;-38;16350;1552;1530;256;0;22,981999999999999;604;627;0;0;4632,2799999999997;1538,7149999999999;1198,556;310,99700000000001;14,909000000000001
2022-12-08 16:00:00;16124,066999999999;-0,93300000000000005;-2;0;-30;16157;1552;1429;260;0;349,858;603;1096;0;0;4731,6080000000002;1555,924;941,70500000000004;294,30399999999997;15,08
2022-12-08 17:00:00;16298;0;-2;0;-29;16329;1552;1393;451;0;584,995;600;921;0;0;4466,9380000000001;1727,4860000000001;627,08399999999995;320,84199999999998;16,831
2022-12-08 18:00:00;16639,169999999998;0;-2;0;-43;16684,169999999998;1552;1397;646;0;592,11699999999996;602;301;0;0;4805,3890000000001;1988,461;217,46899999999999;305,57799999999997;16,513000000000002
2022-12-08 19:00:00;16804,029999999999;0;-2;0;-35;16841,029999999999;1550;1389;654;0;595,327;604;487;0;0;5072,2839999999997;2166,9989999999998;3,8279999999999998;274,267;16,462
2022-12-08 20:00:00;16004;0;-2;0;-833;16839;1548;1374;663;0;596,81200000000001;604;0;0;0;4966,6080000000002;2322,9870000000001;0;265,78399999999999;16,818999999999999
2022-12-08 21:00:00;14604;0;-2;0;-2167;16773;1547;1374;598;0;597,58000000000004;477;0;0;0;4805,1599999999999;2160,4229999999998;0;252,16999999999999;15,291
2022-12-08 22:00:00;14229;0;-2;0;-2333;16564;1547;1368;428;0;595,64999999999998;280;0;0;0;4102,5230000000001;2011,5999999999999;0;89,605999999999995;15,916
2022-12-08 23:00:00;13837,534;-1,466;-2;0;-2415;16256;1547;1277;258;0;558,32500000000005;243;0;0;0;3805,3040000000001;1891,3299999999999;0;39,670999999999999;17,315999999999999
